date,department_id,equipment_type,total_units,units_in_use,utilization_pct
2023-02-15,18,Ultrasound,9,4,44.44
2023-02-15,18,ECG,4,1,25.0
2023-02-15,19,MRI,9,5,55.56
2023-02-15,19,CT Scanner,4,2,50.0
2023-02-15,19,X-Ray,3,0,0.0
2023-02-15,19,Ventilator,8,7,87.5
2023-02-15,19,Ultrasound,4,2,50.0
2023-02-15,19,ECG,6,4,66.67
2023-02-15,20,MRI,8,5,62.5
2023-02-15,20,CT Scanner,7,6,85.71
2023-02-15,20,X-Ray,10,5,50.0
2023-02-15,20,Ventilator,2,0,0.0
2023-02-15,20,Ultrasound,1,1,100.0
2023-02-15,20,ECG,4,1,25.0
2023-02-15,21,MRI,5,4,80.0
2023-02-15,21,CT Scanner,5,4,80.0
2023-02-15,21,X-Ray,7,5,71.43
2023-02-15,21,Ventilator,5,4,80.0
2023-02-15,21,Ultrasound,8,6,75.0
2023-02-15,21,ECG,9,1,11.11
2023-02-15,22,MRI,9,7,77.78
2023-02-15,22,CT Scanner,10,2,20.0
2023-02-15,22,X-Ray,1,0,0.0
2023-02-15,22,Ventilator,7,3,42.86
2023-02-15,22,Ultrasound,8,8,100.0
2023-02-15,22,ECG,10,9,90.0
2023-02-15,23,MRI,7,5,71.43
2023-02-15,23,CT Scanner,8,0,0.0
2023-02-15,23,X-Ray,1,1,100.0
2023-02-15,23,Ventilator,8,5,62.5
2023-02-15,23,Ultrasound,7,2,28.57
2023-02-15,23,ECG,3,0,0.0
2023-02-15,24,MRI,6,3,50.0
2023-02-15,24,CT Scanner,8,8,100.0
2023-02-15,24,X-Ray,5,1,20.0
2023-02-15,24,Ventilator,4,0,0.0
2023-02-15,24,Ultrasound,10,3,30.0
2023-02-15,24,ECG,3,2,66.67
2023-02-15,25,MRI,8,0,0.0
2023-02-15,25,CT Scanner,2,0,0.0
2023-02-15,25,X-Ray,4,0,0.0
2023-02-15,25,Ventilator,3,3,100.0
2023-02-15,25,Ultrasound,10,2,20.0
2023-02-15,25,ECG,5,5,100.0
2023-02-15,26,MRI,4,2,50.0
2023-02-15,26,CT Scanner,4,0,0.0
2023-02-15,26,X-Ray,4,3,75.0
2023-02-15,26,Ventilator,10,2,20.0
2023-02-15,26,Ultrasound,9,5,55.56
2023-02-15,26,ECG,8,0,0.0
2023-02-15,27,MRI,1,0,0.0
2023-02-15,27,CT Scanner,2,0,0.0
2023-02-15,27,X-Ray,4,1,25.0
2023-02-15,27,Ventilator,2,1,50.0
2023-02-15,27,Ultrasound,3,0,0.0
2023-02-15,27,ECG,5,0,0.0
2023-02-15,28,MRI,10,4,40.0
2023-02-15,28,CT Scanner,1,1,100.0
2023-02-15,28,X-Ray,9,0,0.0
2023-02-15,28,Ventilator,9,5,55.56
2023-02-15,28,Ultrasound,5,5,100.0
2023-02-15,28,ECG,10,3,30.0
2023-02-15,29,MRI,9,7,77.78
2023-02-15,29,CT Scanner,8,1,12.5
2023-02-15,29,X-Ray,7,1,14.29
2023-02-15,29,Ventilator,5,5,100.0
2023-02-15,29,Ultrasound,5,2,40.0
2023-02-15,29,ECG,6,0,0.0
2023-02-15,30,MRI,1,0,0.0
2023-02-15,30,CT Scanner,3,1,33.33
2023-02-15,30,X-Ray,10,9,90.0
2023-02-15,30,Ventilator,6,4,66.67
2023-02-15,30,Ultrasound,1,1,100.0
2023-02-15,30,ECG,7,4,57.14
2023-02-15,31,MRI,8,2,25.0
2023-02-15,31,CT Scanner,8,1,12.5
2023-02-15,31,X-Ray,7,5,71.43
2023-02-15,31,Ventilator,2,0,0.0
2023-02-15,31,Ultrasound,9,5,55.56
2023-02-15,31,ECG,9,0,0.0
2023-02-15,32,MRI,1,1,100.0
2023-02-15,32,CT Scanner,2,0,0.0
2023-02-15,32,X-Ray,5,0,0.0
2023-02-15,32,Ventilator,4,1,25.0
2023-02-15,32,Ultrasound,7,3,42.86
2023-02-15,32,ECG,6,2,33.33
2023-02-15,33,MRI,9,9,100.0
2023-02-15,33,CT Scanner,1,0,0.0
2023-02-15,33,X-Ray,4,1,25.0
2023-02-15,33,Ventilator,10,1,10.0
2023-02-15,33,Ultrasound,9,3,33.33
2023-02-15,33,ECG,6,0,0.0
2023-02-15,34,MRI,6,2,33.33
2023-02-15,34,CT Scanner,10,9,90.0
2023-02-15,34,X-Ray,6,1,16.67
2023-02-15,34,Ventilator,8,7,87.5
2023-02-15,34,Ultrasound,6,1,16.67
2023-02-15,34,ECG,8,7,87.5
2023-02-15,35,MRI,4,1,25.0
2023-02-15,35,CT Scanner,2,2,100.0
2023-02-15,35,X-Ray,1,0,0.0
2023-02-15,35,Ventilator,10,2,20.0
2023-02-15,35,Ultrasound,7,1,14.29
2023-02-15,35,ECG,6,4,66.67
2023-02-15,36,MRI,4,2,50.0
2023-02-15,36,CT Scanner,10,5,50.0
2023-02-15,36,X-Ray,10,5,50.0
2023-02-15,36,Ventilator,8,1,12.5
2023-02-15,36,Ultrasound,10,2,20.0
2023-02-15,36,ECG,7,3,42.86
2023-02-15,37,MRI,7,6,85.71
2023-02-15,37,CT Scanner,3,0,0.0
2023-02-15,37,X-Ray,3,2,66.67
2023-02-15,37,Ventilator,5,5,100.0
2023-02-15,37,Ultrasound,1,1,100.0
2023-02-15,37,ECG,7,0,0.0
2023-02-15,38,MRI,4,2,50.0
2023-02-15,38,CT Scanner,6,1,16.67
2023-02-15,38,X-Ray,3,3,100.0
2023-02-15,38,Ventilator,4,1,25.0
2023-02-15,38,Ultrasound,5,2,40.0
2023-02-15,38,ECG,3,3,100.0
2023-02-15,39,MRI,3,0,0.0
2023-02-15,39,CT Scanner,3,2,66.67
2023-02-15,39,X-Ray,3,2,66.67
2023-02-15,39,Ventilator,5,4,80.0
2023-02-15,39,Ultrasound,3,2,66.67
2023-02-15,39,ECG,5,2,40.0
2023-02-15,40,MRI,4,4,100.0
2023-02-15,40,CT Scanner,8,4,50.0
2023-02-15,40,X-Ray,2,0,0.0
2023-02-15,40,Ventilator,5,4,80.0
2023-02-15,40,Ultrasound,3,2,66.67
2023-02-15,40,ECG,9,3,33.33
2023-02-15,41,MRI,5,1,20.0
2023-02-15,41,CT Scanner,7,5,71.43
2023-02-15,41,X-Ray,1,0,0.0
2023-02-15,41,Ventilator,10,8,80.0
2023-02-15,41,Ultrasound,2,2,100.0
2023-02-15,41,ECG,5,4,80.0
2023-02-15,42,MRI,1,1,100.0
2023-02-15,42,CT Scanner,7,3,42.86
2023-02-15,42,X-Ray,5,4,80.0
2023-02-15,42,Ventilator,7,0,0.0
2023-02-15,42,Ultrasound,7,1,14.29
2023-02-15,42,ECG,5,2,40.0
2023-02-15,43,MRI,1,0,0.0
2023-02-15,43,CT Scanner,7,5,71.43
2023-02-15,43,X-Ray,5,5,100.0
2023-02-15,43,Ventilator,8,2,25.0
2023-02-15,43,Ultrasound,9,3,33.33
2023-02-15,43,ECG,8,7,87.5
2023-02-15,44,MRI,2,1,50.0
2023-02-15,44,CT Scanner,5,3,60.0
2023-02-15,44,X-Ray,4,0,0.0
2023-02-15,44,Ventilator,5,5,100.0
2023-02-15,44,Ultrasound,5,1,20.0
2023-02-15,44,ECG,10,1,10.0
2023-02-15,45,MRI,4,1,25.0
2023-02-15,45,CT Scanner,2,0,0.0
2023-02-15,45,X-Ray,2,2,100.0
2023-02-15,45,Ventilator,1,0,0.0
2023-02-15,45,Ultrasound,10,2,20.0
2023-02-15,45,ECG,4,2,50.0
2023-02-15,46,MRI,1,0,0.0
2023-02-15,46,CT Scanner,8,6,75.0
2023-02-15,46,X-Ray,1,0,0.0
2023-02-15,46,Ventilator,7,2,28.57
2023-02-15,46,Ultrasound,4,3,75.0
2023-02-15,46,ECG,4,0,0.0
2023-02-15,47,MRI,2,2,100.0
2023-02-15,47,CT Scanner,7,4,57.14
2023-02-15,47,X-Ray,1,0,0.0
2023-02-15,47,Ventilator,9,8,88.89
2023-02-15,47,Ultrasound,3,2,66.67
2023-02-15,47,ECG,1,0,0.0
2023-02-15,48,MRI,10,3,30.0
2023-02-15,48,CT Scanner,5,1,20.0
2023-02-15,48,X-Ray,5,1,20.0
2023-02-15,48,Ventilator,2,0,0.0
2023-02-15,48,Ultrasound,2,2,100.0
2023-02-15,48,ECG,5,1,20.0
2023-02-15,49,MRI,6,1,16.67
2023-02-15,49,CT Scanner,8,6,75.0
2023-02-15,49,X-Ray,6,0,0.0
2023-02-15,49,Ventilator,5,4,80.0
2023-02-15,49,Ultrasound,1,0,0.0
2023-02-15,49,ECG,8,0,0.0
2023-02-15,50,MRI,9,9,100.0
2023-02-15,50,CT Scanner,1,1,100.0
2023-02-15,50,X-Ray,7,5,71.43
2023-02-15,50,Ventilator,5,4,80.0
2023-02-15,50,Ultrasound,2,1,50.0
2023-02-15,50,ECG,4,3,75.0
2023-02-16,1,MRI,6,2,33.33
2023-02-16,1,CT Scanner,6,2,33.33
2023-02-16,1,X-Ray,6,5,83.33
2023-02-16,1,Ventilator,10,6,60.0
2023-02-16,1,Ultrasound,4,4,100.0
2023-02-16,1,ECG,2,2,100.0
2023-02-16,2,MRI,7,3,42.86
2023-02-16,2,CT Scanner,8,1,12.5
2023-02-16,2,X-Ray,3,1,33.33
2023-02-16,2,Ventilator,5,0,0.0
2023-02-16,2,Ultrasound,10,3,30.0
2023-02-16,2,ECG,8,6,75.0
2023-02-16,3,MRI,10,4,40.0
2023-02-16,3,CT Scanner,3,2,66.67
2023-02-16,3,X-Ray,7,3,42.86
2023-02-16,3,Ventilator,5,4,80.0
2023-02-16,3,Ultrasound,5,4,80.0
2023-02-16,3,ECG,8,5,62.5
2023-02-16,4,MRI,8,3,37.5
2023-02-16,4,CT Scanner,6,2,33.33
2023-02-16,4,X-Ray,2,2,100.0
2023-02-16,4,Ventilator,2,0,0.0
2023-02-16,4,Ultrasound,4,1,25.0
2023-02-16,4,ECG,1,1,100.0
2023-02-16,5,MRI,6,6,100.0
2023-02-16,5,CT Scanner,2,1,50.0
2023-02-16,5,X-Ray,10,1,10.0
2023-02-16,5,Ventilator,2,1,50.0
2023-02-16,5,Ultrasound,8,8,100.0
2023-02-16,5,ECG,3,3,100.0
2023-02-16,6,MRI,2,0,0.0
2023-02-16,6,CT Scanner,4,3,75.0
2023-02-16,6,X-Ray,2,2,100.0
2023-02-16,6,Ventilator,5,1,20.0
2023-02-16,6,Ultrasound,4,2,50.0
2023-02-16,6,ECG,1,1,100.0
2023-02-16,7,MRI,10,0,0.0
2023-02-16,7,CT Scanner,2,0,0.0
2023-02-16,7,X-Ray,4,2,50.0
2023-02-16,7,Ventilator,10,10,100.0
2023-02-16,7,Ultrasound,3,2,66.67
2023-02-16,7,ECG,3,0,0.0
2023-02-16,8,MRI,1,1,100.0
2023-02-16,8,CT Scanner,10,8,80.0
2023-02-16,8,X-Ray,1,0,0.0
2023-02-16,8,Ventilator,8,5,62.5
2023-02-16,8,Ultrasound,5,1,20.0
2023-02-16,8,ECG,7,4,57.14
2023-02-16,9,MRI,2,0,0.0
2023-02-16,9,CT Scanner,7,2,28.57
2023-02-16,9,X-Ray,4,0,0.0
2023-02-16,9,Ventilator,2,2,100.0
2023-02-16,9,Ultrasound,7,3,42.86
2023-02-16,9,ECG,2,0,0.0
2023-02-16,10,MRI,5,3,60.0
2023-02-16,10,CT Scanner,9,6,66.67
2023-02-16,10,X-Ray,3,0,0.0
2023-02-16,10,Ventilator,7,6,85.71
2023-02-16,10,Ultrasound,5,1,20.0
2023-02-16,10,ECG,2,2,100.0
2023-02-16,11,MRI,7,1,14.29
2023-02-16,11,CT Scanner,3,0,0.0
2023-02-16,11,X-Ray,2,0,0.0
2023-02-16,11,Ventilator,6,4,66.67
2023-02-16,11,Ultrasound,6,1,16.67
2023-02-16,11,ECG,4,0,0.0
2023-02-16,12,MRI,8,8,100.0
2023-02-16,12,CT Scanner,8,3,37.5
2023-02-16,12,X-Ray,1,0,0.0
2023-02-16,12,Ventilator,3,3,100.0
2023-02-16,12,Ultrasound,7,2,28.57
2023-02-16,12,ECG,5,5,100.0
2023-02-16,13,MRI,5,0,0.0
2023-02-16,13,CT Scanner,1,1,100.0
2023-02-16,13,X-Ray,10,1,10.0
2023-02-16,13,Ventilator,1,1,100.0
2023-02-16,13,Ultrasound,9,7,77.78
2023-02-16,13,ECG,8,1,12.5
2023-02-16,14,MRI,8,3,37.5
2023-02-16,14,CT Scanner,1,0,0.0
2023-02-16,14,X-Ray,5,5,100.0
2023-02-16,14,Ventilator,8,4,50.0
2023-02-16,14,Ultrasound,10,8,80.0
2023-02-16,14,ECG,5,1,20.0
2023-02-16,15,MRI,9,2,22.22
2023-02-16,15,CT Scanner,8,6,75.0
2023-02-16,15,X-Ray,3,1,33.33
2023-02-16,15,Ventilator,5,0,0.0
2023-02-16,15,Ultrasound,10,5,50.0
2023-02-16,15,ECG,10,1,10.0
2023-02-16,16,MRI,4,0,0.0
2023-02-16,16,CT Scanner,8,1,12.5
2023-02-16,16,X-Ray,8,6,75.0
2023-02-16,16,Ventilator,8,8,100.0
2023-02-16,16,Ultrasound,8,1,12.5
2023-02-16,16,ECG,8,2,25.0
2023-02-16,17,MRI,3,0,0.0
2023-02-16,17,CT Scanner,4,4,100.0
2023-02-16,17,X-Ray,5,0,0.0
2023-02-16,17,Ventilator,9,1,11.11
2023-02-16,17,Ultrasound,1,1,100.0
2023-02-16,17,ECG,7,4,57.14
2023-02-16,18,MRI,7,0,0.0
2023-02-16,18,CT Scanner,6,0,0.0
2023-02-16,18,X-Ray,9,5,55.56
2023-02-16,18,Ventilator,6,3,50.0
2023-02-16,18,Ultrasound,1,1,100.0
2023-02-16,18,ECG,5,0,0.0
2023-02-16,19,MRI,9,3,33.33
2023-02-16,19,CT Scanner,2,2,100.0
2023-02-16,19,X-Ray,8,1,12.5
2023-02-16,19,Ventilator,5,1,20.0
2023-02-16,19,Ultrasound,5,1,20.0
2023-02-16,19,ECG,10,9,90.0
2023-02-16,20,MRI,3,3,100.0
2023-02-16,20,CT Scanner,10,1,10.0
2023-02-16,20,X-Ray,2,1,50.0
2023-02-16,20,Ventilator,3,3,100.0
2023-02-16,20,Ultrasound,7,0,0.0
2023-02-16,20,ECG,7,7,100.0
2023-02-16,21,MRI,1,1,100.0
2023-02-16,21,CT Scanner,1,0,0.0
2023-02-16,21,X-Ray,6,0,0.0
2023-02-16,21,Ventilator,2,2,100.0
2023-02-16,21,Ultrasound,9,0,0.0
2023-02-16,21,ECG,10,9,90.0
2023-02-16,22,MRI,8,3,37.5
2023-02-16,22,CT Scanner,2,0,0.0
2023-02-16,22,X-Ray,6,0,0.0
2023-02-16,22,Ventilator,5,5,100.0
2023-02-16,22,Ultrasound,7,7,100.0
2023-02-16,22,ECG,3,3,100.0
2023-02-16,23,MRI,6,3,50.0
2023-02-16,23,CT Scanner,4,4,100.0
2023-02-16,23,X-Ray,1,0,0.0
2023-02-16,23,Ventilator,2,1,50.0
2023-02-16,23,Ultrasound,1,0,0.0
2023-02-16,23,ECG,1,1,100.0
2023-02-16,24,MRI,2,0,0.0
2023-02-16,24,CT Scanner,6,5,83.33
2023-02-16,24,X-Ray,3,3,100.0
2023-02-16,24,Ventilator,10,7,70.0
2023-02-16,24,Ultrasound,4,4,100.0
2023-02-16,24,ECG,10,2,20.0
2023-02-16,25,MRI,1,0,0.0
2023-02-16,25,CT Scanner,3,2,66.67
2023-02-16,25,X-Ray,7,1,14.29
2023-02-16,25,Ventilator,8,5,62.5
2023-02-16,25,Ultrasound,9,4,44.44
2023-02-16,25,ECG,10,8,80.0
2023-02-16,26,MRI,4,0,0.0
2023-02-16,26,CT Scanner,3,3,100.0
2023-02-16,26,X-Ray,1,0,0.0
2023-02-16,26,Ventilator,10,0,0.0
2023-02-16,26,Ultrasound,1,0,0.0
2023-02-16,26,ECG,10,4,40.0
2023-02-16,27,MRI,3,3,100.0
2023-02-16,27,CT Scanner,8,6,75.0
2023-02-16,27,X-Ray,5,5,100.0
2023-02-16,27,Ventilator,5,5,100.0
2023-02-16,27,Ultrasound,9,9,100.0
2023-02-16,27,ECG,7,5,71.43
2023-02-16,28,MRI,4,3,75.0
2023-02-16,28,CT Scanner,4,0,0.0
2023-02-16,28,X-Ray,4,4,100.0
2023-02-16,28,Ventilator,1,1,100.0
2023-02-16,28,Ultrasound,1,0,0.0
2023-02-16,28,ECG,1,1,100.0
2023-02-16,29,MRI,8,5,62.5
2023-02-16,29,CT Scanner,8,4,50.0
2023-02-16,29,X-Ray,4,3,75.0
2023-02-16,29,Ventilator,8,7,87.5
2023-02-16,29,Ultrasound,7,4,57.14
2023-02-16,29,ECG,5,3,60.0
2023-02-16,30,MRI,7,0,0.0
2023-02-16,30,CT Scanner,1,1,100.0
2023-02-16,30,X-Ray,5,3,60.0
2023-02-16,30,Ventilator,1,0,0.0
2023-02-16,30,Ultrasound,10,4,40.0
2023-02-16,30,ECG,1,0,0.0
2023-02-16,31,MRI,4,0,0.0
2023-02-16,31,CT Scanner,5,4,80.0
2023-02-16,31,X-Ray,5,3,60.0
2023-02-16,31,Ventilator,3,0,0.0
2023-02-16,31,Ultrasound,2,2,100.0
2023-02-16,31,ECG,1,0,0.0
2023-02-16,32,MRI,10,10,100.0
2023-02-16,32,CT Scanner,1,0,0.0
2023-02-16,32,X-Ray,8,8,100.0
2023-02-16,32,Ventilator,2,0,0.0
2023-02-16,32,Ultrasound,4,1,25.0
2023-02-16,32,ECG,10,8,80.0
2023-02-16,33,MRI,2,0,0.0
2023-02-16,33,CT Scanner,5,1,20.0
2023-02-16,33,X-Ray,6,2,33.33
2023-02-16,33,Ventilator,5,0,0.0
2023-02-16,33,Ultrasound,7,3,42.86
2023-02-16,33,ECG,10,7,70.0
2023-02-16,34,MRI,4,2,50.0
2023-02-16,34,CT Scanner,1,1,100.0
2023-02-16,34,X-Ray,5,3,60.0
2023-02-16,34,Ventilator,6,4,66.67
2023-02-16,34,Ultrasound,3,3,100.0
2023-02-16,34,ECG,10,0,0.0
2023-02-16,35,MRI,2,1,50.0
2023-02-16,35,CT Scanner,6,6,100.0
2023-02-16,35,X-Ray,10,7,70.0
2023-02-16,35,Ventilator,7,5,71.43
2023-02-16,35,Ultrasound,8,4,50.0
2023-02-16,35,ECG,7,5,71.43
2023-02-16,36,MRI,9,8,88.89
2023-02-16,36,CT Scanner,10,7,70.0
2023-02-16,36,X-Ray,10,1,10.0
2023-02-16,36,Ventilator,1,1,100.0
2023-02-16,36,Ultrasound,10,4,40.0
2023-02-16,36,ECG,6,1,16.67
2023-02-16,37,MRI,4,4,100.0
2023-02-16,37,CT Scanner,7,2,28.57
2023-02-16,37,X-Ray,1,1,100.0
2023-02-16,37,Ventilator,2,1,50.0
2023-02-16,37,Ultrasound,7,1,14.29
2023-02-16,37,ECG,2,0,0.0
2023-02-16,38,MRI,9,5,55.56
2023-02-16,38,CT Scanner,4,1,25.0
2023-02-16,38,X-Ray,3,2,66.67
2023-02-16,38,Ventilator,7,0,0.0
2023-02-16,38,Ultrasound,1,0,0.0
2023-02-16,38,ECG,5,3,60.0
2023-02-16,39,MRI,2,2,100.0
2023-02-16,39,CT Scanner,4,2,50.0
2023-02-16,39,X-Ray,8,1,12.5
2023-02-16,39,Ventilator,7,2,28.57
2023-02-16,39,Ultrasound,2,1,50.0
2023-02-16,39,ECG,7,3,42.86
2023-02-16,40,MRI,2,2,100.0
2023-02-16,40,CT Scanner,8,5,62.5
2023-02-16,40,X-Ray,8,2,25.0
2023-02-16,40,Ventilator,2,2,100.0
2023-02-16,40,Ultrasound,5,1,20.0
2023-02-16,40,ECG,7,2,28.57
2023-02-16,41,MRI,10,7,70.0
2023-02-16,41,CT Scanner,1,1,100.0
2023-02-16,41,X-Ray,2,0,0.0
2023-02-16,41,Ventilator,4,0,0.0
2023-02-16,41,Ultrasound,8,1,12.5
2023-02-16,41,ECG,5,4,80.0
2023-02-16,42,MRI,9,2,22.22
2023-02-16,42,CT Scanner,2,2,100.0
2023-02-16,42,X-Ray,4,0,0.0
2023-02-16,42,Ventilator,1,0,0.0
2023-02-16,42,Ultrasound,6,6,100.0
2023-02-16,42,ECG,6,3,50.0
2023-02-16,43,MRI,5,0,0.0
2023-02-16,43,CT Scanner,1,0,0.0
2023-02-16,43,X-Ray,2,1,50.0
2023-02-16,43,Ventilator,6,6,100.0
2023-02-16,43,Ultrasound,2,2,100.0
2023-02-16,43,ECG,4,0,0.0
2023-02-16,44,MRI,2,0,0.0
2023-02-16,44,CT Scanner,6,3,50.0
2023-02-16,44,X-Ray,8,3,37.5
2023-02-16,44,Ventilator,3,3,100.0
2023-02-16,44,Ultrasound,4,0,0.0
2023-02-16,44,ECG,2,1,50.0
2023-02-16,45,MRI,1,1,100.0
2023-02-16,45,CT Scanner,3,3,100.0
2023-02-16,45,X-Ray,8,3,37.5
2023-02-16,45,Ventilator,8,6,75.0
2023-02-16,45,Ultrasound,4,2,50.0
2023-02-16,45,ECG,3,2,66.67
2023-02-16,46,MRI,3,3,100.0
2023-02-16,46,CT Scanner,8,4,50.0
2023-02-16,46,X-Ray,4,0,0.0
2023-02-16,46,Ventilator,7,4,57.14
2023-02-16,46,Ultrasound,10,6,60.0
2023-02-16,46,ECG,9,6,66.67
2023-02-16,47,MRI,10,5,50.0
2023-02-16,47,CT Scanner,9,4,44.44
2023-02-16,47,X-Ray,1,1,100.0
2023-02-16,47,Ventilator,9,9,100.0
2023-02-16,47,Ultrasound,8,7,87.5
2023-02-16,47,ECG,10,9,90.0
2023-02-16,48,MRI,10,9,90.0
2023-02-16,48,CT Scanner,2,1,50.0
2023-02-16,48,X-Ray,4,3,75.0
2023-02-16,48,Ventilator,1,1,100.0
2023-02-16,48,Ultrasound,4,4,100.0
2023-02-16,48,ECG,2,2,100.0
2023-02-16,49,MRI,5,2,40.0
2023-02-16,49,CT Scanner,8,6,75.0
2023-02-16,49,X-Ray,5,4,80.0
2023-02-16,49,Ventilator,8,8,100.0
2023-02-16,49,Ultrasound,6,1,16.67
2023-02-16,49,ECG,6,4,66.67
2023-02-16,50,MRI,8,3,37.5
2023-02-16,50,CT Scanner,10,1,10.0
2023-02-16,50,X-Ray,10,4,40.0
2023-02-16,50,Ventilator,9,7,77.78
2023-02-16,50,Ultrasound,3,3,100.0
2023-02-16,50,ECG,6,0,0.0
2023-02-17,1,MRI,2,1,50.0
2023-02-17,1,CT Scanner,2,1,50.0
2023-02-17,1,X-Ray,7,4,57.14
2023-02-17,1,Ventilator,3,3,100.0
2023-02-17,1,Ultrasound,2,1,50.0
2023-02-17,1,ECG,10,7,70.0
2023-02-17,2,MRI,8,1,12.5
2023-02-17,2,CT Scanner,4,4,100.0
2023-02-17,2,X-Ray,7,6,85.71
2023-02-17,2,Ventilator,5,3,60.0
2023-02-17,2,Ultrasound,7,4,57.14
2023-02-17,2,ECG,10,4,40.0
2023-02-17,3,MRI,10,7,70.0
2023-02-17,3,CT Scanner,3,0,0.0
2023-02-17,3,X-Ray,4,1,25.0
2023-02-17,3,Ventilator,6,4,66.67
2023-02-17,3,Ultrasound,8,6,75.0
2023-02-17,3,ECG,1,0,0.0
2023-02-17,4,MRI,9,0,0.0
2023-02-17,4,CT Scanner,9,0,0.0
2023-02-17,4,X-Ray,6,3,50.0
2023-02-17,4,Ventilator,4,4,100.0
2023-02-17,4,Ultrasound,10,4,40.0
2023-02-17,4,ECG,1,0,0.0
2023-02-17,5,MRI,3,2,66.67
2023-02-17,5,CT Scanner,7,1,14.29
2023-02-17,5,X-Ray,2,2,100.0
2023-02-17,5,Ventilator,6,2,33.33
2023-02-17,5,Ultrasound,9,6,66.67
2023-02-17,5,ECG,9,3,33.33
2023-02-17,6,MRI,8,5,62.5
2023-02-17,6,CT Scanner,2,1,50.0
2023-02-17,6,X-Ray,7,4,57.14
2023-02-17,6,Ventilator,10,3,30.0
2023-02-17,6,Ultrasound,1,0,0.0
2023-02-17,6,ECG,3,0,0.0
2023-02-17,7,MRI,10,0,0.0
2023-02-17,7,CT Scanner,1,1,100.0
2023-02-17,7,X-Ray,4,1,25.0
2023-02-17,7,Ventilator,5,4,80.0
2023-02-17,7,Ultrasound,4,0,0.0
2023-02-17,7,ECG,5,3,60.0
2023-02-17,8,MRI,8,7,87.5
2023-02-17,8,CT Scanner,9,8,88.89
2023-02-17,8,X-Ray,4,3,75.0
2023-02-17,8,Ventilator,8,3,37.5
2023-02-17,8,Ultrasound,2,2,100.0
2023-02-17,8,ECG,2,1,50.0
2023-02-17,9,MRI,3,0,0.0
2023-02-17,9,CT Scanner,9,2,22.22
2023-02-17,9,X-Ray,9,3,33.33
2023-02-17,9,Ventilator,5,5,100.0
2023-02-17,9,Ultrasound,2,2,100.0
2023-02-17,9,ECG,9,7,77.78
2023-02-17,10,MRI,2,1,50.0
2023-02-17,10,CT Scanner,6,6,100.0
2023-02-17,10,X-Ray,2,2,100.0
2023-02-17,10,Ventilator,7,2,28.57
2023-02-17,10,Ultrasound,1,1,100.0
2023-02-17,10,ECG,3,1,33.33
2023-02-17,11,MRI,8,6,75.0
2023-02-17,11,CT Scanner,10,7,70.0
2023-02-17,11,X-Ray,7,0,0.0
2023-02-17,11,Ventilator,6,2,33.33
2023-02-17,11,Ultrasound,6,6,100.0
2023-02-17,11,ECG,8,4,50.0
2023-02-17,12,MRI,2,0,0.0
2023-02-17,12,CT Scanner,2,1,50.0
2023-02-17,12,X-Ray,10,0,0.0
2023-02-17,12,Ventilator,5,3,60.0
2023-02-17,12,Ultrasound,2,2,100.0
2023-02-17,12,ECG,6,6,100.0
2023-02-17,13,MRI,8,1,12.5
2023-02-17,13,CT Scanner,4,4,100.0
2023-02-17,13,X-Ray,8,6,75.0
2023-02-17,13,Ventilator,6,2,33.33
2023-02-17,13,Ultrasound,9,7,77.78
2023-02-17,13,ECG,5,5,100.0
2023-02-17,14,MRI,6,3,50.0
2023-02-17,14,CT Scanner,6,4,66.67
2023-02-17,14,X-Ray,8,2,25.0
2023-02-17,14,Ventilator,7,7,100.0
2023-02-17,14,Ultrasound,6,4,66.67
2023-02-17,14,ECG,4,0,0.0
2023-02-17,15,MRI,4,1,25.0
2023-02-17,15,CT Scanner,2,0,0.0
2023-02-17,15,X-Ray,2,2,100.0
2023-02-17,15,Ventilator,7,1,14.29
2023-02-17,15,Ultrasound,5,1,20.0
2023-02-17,15,ECG,1,0,0.0
2023-02-17,16,MRI,3,0,0.0
2023-02-17,16,CT Scanner,5,1,20.0
2023-02-17,16,X-Ray,9,0,0.0
2023-02-17,16,Ventilator,1,0,0.0
2023-02-17,16,Ultrasound,3,2,66.67
2023-02-17,16,ECG,3,2,66.67
2023-02-17,17,MRI,3,0,0.0
2023-02-17,17,CT Scanner,7,3,42.86
2023-02-17,17,X-Ray,9,2,22.22
2023-02-17,17,Ventilator,10,2,20.0
2023-02-17,17,Ultrasound,3,1,33.33
2023-02-17,17,ECG,4,0,0.0
2023-02-17,18,MRI,7,6,85.71
2023-02-17,18,CT Scanner,1,1,100.0
2023-02-17,18,X-Ray,7,5,71.43
2023-02-17,18,Ventilator,5,3,60.0
2023-02-17,18,Ultrasound,7,2,28.57
2023-02-17,18,ECG,9,9,100.0
2023-02-17,19,MRI,2,2,100.0
2023-02-17,19,CT Scanner,6,3,50.0
2023-02-17,19,X-Ray,2,0,0.0
2023-02-17,19,Ventilator,3,3,100.0
2023-02-17,19,Ultrasound,6,6,100.0
2023-02-17,19,ECG,9,2,22.22
2023-02-17,20,MRI,5,0,0.0
2023-02-17,20,CT Scanner,2,1,50.0
2023-02-17,20,X-Ray,1,0,0.0
2023-02-17,20,Ventilator,6,1,16.67
2023-02-17,20,Ultrasound,6,1,16.67
2023-02-17,20,ECG,7,2,28.57
2023-02-17,21,MRI,4,1,25.0
2023-02-17,21,CT Scanner,4,1,25.0
